assessid,stockid,mgmt,assessor,years,start_year,report_year,method,methodshort,methodlong,country,region,area,areaid,stocklong,class,order,family,genus,species,species_orig,comm_name,assess_if_mostrecent,assesssource,state_of_stock,primary_country,primary_FAOarea,assess_notes,M,M_year,M_notes,M_source,M_source_notes,B_start,B_end,F_start,F_end,C_start,C_end,terminal_year,assess_order,ty,ty_minus1,key_ty,key_ty_minus1,B_ty,B_ty_minus1,B_type,B_unit,TBbest_ty,TBbest_ty_minus1,TB_ty,TB_ty_minus1,TN_ty,TN_ty_minus1,SSB_ty,SSB_ty_minus1,SSB_E00eggs_ty,SSB_E00eggs_ty_minus1,F_ty,F_ty_minus1,F_type,F_unit,ERbest_ty,ERbest_ty_minus1,ER_ty,ER_ty_minus1,instF_ty,instF_ty_minus1
STECF-WHITMEDGSA29-1994-2011-HIVELY,WHITMEDGSA29,GFCM,STECF,1994-2011,1994,2011,VPA,XSA,Extended Survivor Analysis,multinational,Mediterranean-Black Sea,Black Sea,multinational-GFCM-GSA29,Whiting Black Sea,Actinopterygii,Gadiformes,Gadidae,Merlangius,Merlangius merlangus,Merlangius merlangus,Whiting,0,https://stecf.jrc.ec.europa.eu/,Current,Turkey,37,NULL,0.46,NULL,this is the value reported under Model assumptions,NA,NA,1994,2011,1994,2011,1994,2011,2011,2,2011,2010,STECF-WHITMEDGSA29-1994-2011-HIVELY_2011,STECF-WHITMEDGSA29-1994-2011-HIVELY_2010,27000,36700,SSB-MT,MT,NA,NA,NA,NA,NA,NA,27000,36700,NA,NA,0.663,0.689,F-1/yr,1/yr,0.146,0.157,0.146,0.157,0.663,0.689
STECF-WHITMEDGSA29-1994-2014-OSIO,WHITMEDGSA29,GFCM,STECF,1994-2014,1994,2014,VPA,XSA,Extended Survivor Analysis,multinational,Mediterranean-Black Sea,Black Sea,multinational-GFCM-GSA29,Whiting Black Sea,Actinopterygii,Gadiformes,Gadidae,Merlangius,Merlangius merlangus,Merlangius merlangus,Whiting,999,https://stecf.jrc.ec.europa.eu/documents/43805/1208033/2015-10_STECF+15-16+-+Black+Sea+assessments_JRC98095.pdf,Current,Turkey,37,JRC Meeting: EWG15_12,NA,NA,NA,NA,NA,1994,2014,1994,2014,1994,2014,2014,1,2011,2010,STECF-WHITMEDGSA29-1994-2014-OSIO_2011,STECF-WHITMEDGSA29-1994-2014-OSIO_2010,13500,18400,SSB-MT,MT,NA,NA,NA,NA,NA,NA,13500,18400,NA,NA,1.12,1.17,F-1/yr,1/yr,NA,NA,NA,NA,1.12,1.17
WGNSSK-WHITNS-VIId-1978-2018-ICESIMP2018,WHITNS-VIId,ICES,WGNSSK,1978-2018,1978,2018,Unknown,Unknown,Unknown,multinational,Europe (EU),ICES 4-7d,multinational-ICES-IV-VIId,Whiting ICES 4-7d,Actinopterygii,Gadiformes,Gadidae,Merlangius,Merlangius merlangus,Merlangius merlangus,Whiting,999,,Current,Great Britain,27,Imported from ICES data dump covering 2011-2018,NA,NA,NA,NA,NA,1978,2018,1978,2017,1978,2017,2017,1,2011,2010,WGNSSK-WHITNS-VIId-1978-2018-ICESIMP2018_2011,WGNSSK-WHITNS-VIId-1978-2018-ICESIMP2018_2010,355000,429000,TBbest-MT,MT,355000,429000,355000,429000,NA,NA,149000,160000,NA,NA,0.086478873,0.08018648,ERbest-ratio,ratio,0.086478873,0.08018648,NA,NA,0.209,0.244
WGNSSK-WHITNS-VIId-1989-2012-CHING,WHITNS-VIId,ICES,WGNSSK,1989-2012,1989,2012,VPA,XSA,Extended Survivor Analysis,multinational,Europe (EU),ICES 4-7d,multinational-ICES-IV-VIId,Whiting ICES 4-7d,Actinopterygii,Gadiformes,Gadidae,Merlangius,Merlangius merlangus,Merlangius merlangus,Whiting,0,http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2012/2012/whg-47d.pdf,Current,Great Britain,27,NULL,NA,NA,NA,NA,NA,1990,2012,1990,2011,1990,2011,2011,7,2011,2010,WGNSSK-WHITNS-VIId-1989-2012-CHING_2011,WGNSSK-WHITNS-VIId-1989-2012-CHING_2010,622000,586000,TBbest-MT,MT,622000,586000,622000,586000,NA,NA,311000,320000,NA,NA,0.0514,0.0531,ERbest-ratio,ratio,0.0514,0.0531,0.0514,0.0531,0.174,0.228
WGNSSK-WHITNS-VIId-1989-2013-ICESIMP2016,WHITNS-VIId,ICES,WGNSSK,1989-2013,1989,2013,Unknown,Unknown,Unknown,multinational,Europe (EU),ICES 4-7d,multinational-ICES-IV-VIId,Whiting ICES 4-7d,Actinopterygii,Gadiformes,Gadidae,Merlangius,Merlangius merlangus,Merlangius merlangus,Whiting,0,http://www.ices.dk/sites/pub/Publication Reports/Advice/2013/2013/whg-47d.pdf,Current,Great Britain,27,Imported from ICES data dump covering 2011-2016,NA,NA,NA,NA,NA,1990,2013,1990,2012,1990,2012,2012,6,2011,2010,WGNSSK-WHITNS-VIId-1989-2013-ICESIMP2016_2011,WGNSSK-WHITNS-VIId-1989-2013-ICESIMP2016_2010,715000,568000,TBbest-MT,MT,715000,568000,715000,568000,NA,NA,312000,307000,NA,NA,0.045594406,0.054753521,ERbest-ratio,ratio,0.045594406,0.054753521,NA,NA,0.174,0.223
WGNSSK-WHITNS-VIId-1989-2014-ICESIMP2016,WHITNS-VIId,ICES,WGNSSK,1989-2014,1989,2014,Unknown,Unknown,Unknown,multinational,Europe (EU),ICES 4-7d,multinational-ICES-IV-VIId,Whiting ICES 4-7d,Actinopterygii,Gadiformes,Gadidae,Merlangius,Merlangius merlangus,Merlangius merlangus,Whiting,0,http://www.ices.dk/sites/pub/Publication Reports/Advice/2014/2014/whg-47d.pdf,Current,Great Britain,27,Imported from ICES data dump covering 2011-2016,NA,NA,NA,NA,NA,1990,2014,1990,2013,1990,2013,2013,5,2011,2010,WGNSSK-WHITNS-VIId-1989-2014-ICESIMP2016_2011,WGNSSK-WHITNS-VIId-1989-2014-ICESIMP2016_2010,729000,563000,TBbest-MT,MT,729000,563000,729000,563000,NA,NA,310000,300000,NA,NA,0.044718793,0.055239787,ERbest-ratio,ratio,0.044718793,0.055239787,NA,NA,0.177,0.231
WGNSSK-WHITNS-VIId-1989-2015-ICESIMP2016,WHITNS-VIId,ICES,WGNSSK,1989-2015,1989,2015,Unknown,Unknown,Unknown,multinational,Europe (EU),ICES 4-7d,multinational-ICES-IV-VIId,Whiting ICES 4-7d,Actinopterygii,Gadiformes,Gadidae,Merlangius,Merlangius merlangus,Merlangius merlangus,Whiting,0,http://www.ices.dk/sites/pub/Publication Reports/Advice/2015/2015/whg-47d.pdf,Current,Great Britain,27,Imported from ICES data dump covering 2011-2016,NA,NA,NA,NA,NA,1990,2015,1990,2014,1990,2014,2014,4,2011,2010,WGNSSK-WHITNS-VIId-1989-2015-ICESIMP2016_2011,WGNSSK-WHITNS-VIId-1989-2015-ICESIMP2016_2010,719000,564000,TBbest-MT,MT,719000,564000,719000,564000,NA,NA,310000,301000,NA,NA,0.045340751,0.055141844,ERbest-ratio,ratio,0.045340751,0.055141844,NA,NA,0.175,0.227
WGNSSK-WHITNS-VIId-1989-2016-ICESIMP2016,WHITNS-VIId,ICES,WGNSSK,1989-2016,1989,2016,Unknown,Unknown,Unknown,multinational,Europe (EU),ICES 4-7d,multinational-ICES-IV-VIId,Whiting ICES 4-7d,Actinopterygii,Gadiformes,Gadidae,Merlangius,Merlangius merlangus,Merlangius merlangus,Whiting,0,http://www.ices.dk/sites/pub/Publication Reports/Advice/2016/2016/whg-47d.pdf,Current,Great Britain,27,Imported from ICES data dump covering 2011-2016,NA,NA,NA,NA,NA,1990,2016,1990,2015,1990,2015,2015,3,2011,2010,WGNSSK-WHITNS-VIId-1989-2016-ICESIMP2016_2011,WGNSSK-WHITNS-VIId-1989-2016-ICESIMP2016_2010,596000,484000,TBbest-MT,MT,596000,484000,596000,484000,NA,NA,298000,291000,NA,NA,0.054697987,0.064256198,ERbest-ratio,ratio,0.054697987,0.064256198,NA,NA,0.176,0.231
WGNSSK-WHITNS-VIId-1989-2017-ICESIMP2018,WHITNS-VIId,ICES,WGNSSK,1989-2017,1989,2017,Unknown,Unknown,Unknown,multinational,Europe (EU),ICES 4-7d,multinational-ICES-IV-VIId,Whiting ICES 4-7d,Actinopterygii,Gadiformes,Gadidae,Merlangius,Merlangius merlangus,Merlangius merlangus,Whiting,0,http://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/whg.27.47d.pdf,Current,Great Britain,27,Imported from ICES data dump covering 2011-2018,NA,NA,NA,NA,NA,1990,2017,1990,2016,1990,2016,2016,2,2011,2010,WGNSSK-WHITNS-VIId-1989-2017-ICESIMP2018_2011,WGNSSK-WHITNS-VIId-1989-2017-ICESIMP2018_2010,593000,483000,TBbest-MT,MT,593000,483000,593000,483000,NA,NA,298000,291000,NA,NA,0.053962901,0.064182195,ERbest-ratio,ratio,0.053962901,0.064182195,NA,NA,0.177,0.232
WGCSE-WHITVIa-1980-2013-ICESIMP2016,WHITVIa,ICES,WGCSE,1980-2013,1980,2013,Unknown,Unknown,Unknown,multinational,Europe (EU),West of Scotland,multinational-ICES-VIa,Whiting West of Scotland,Actinopterygii,Gadiformes,Gadidae,Merlangius,Merlangius merlangus,Merlangius merlangus,Whiting,0,http://www.ices.dk/sites/pub/Publication Reports/Advice/2013/2013/whg-scow.pdf,Current,Great Britain,27,Imported from ICES data dump covering 2011-2016,NA,NA,NA,NA,NA,1981,2013,1981,2012,1981,2012,2012,5,2011,2010,WGCSE-WHITVIa-1980-2013-ICESIMP2016_2011,WGCSE-WHITVIa-1980-2013-ICESIMP2016_2010,9010,4560,SSB-MT,MT,9360,7540,9360,7540,NA,NA,9010,4560,NA,NA,0.076,0.121,F-1/yr,1/yr,0.051068376,0.091909814,NA,NA,0.076,0.121
WGCSE-WHITVIa-1980-2014-ICESIMP2016,WHITVIa,ICES,WGCSE,1980-2014,1980,2014,Unknown,Unknown,Unknown,multinational,Europe (EU),West of Scotland,multinational-ICES-VIa,Whiting West of Scotland,Actinopterygii,Gadiformes,Gadidae,Merlangius,Merlangius merlangus,Merlangius merlangus,Whiting,0,http://www.ices.dk/sites/pub/Publication Reports/Advice/2014/2014/whg-scow.pdf,Current,Great Britain,27,Imported from ICES data dump covering 2011-2016,NA,NA,NA,NA,NA,1981,2014,1981,2013,1981,2013,2013,4,2011,2010,WGCSE-WHITVIa-1980-2014-ICESIMP2016_2011,WGCSE-WHITVIa-1980-2014-ICESIMP2016_2010,9150,4450,SSB-MT,MT,10000,7620,10000,7620,NA,NA,9150,4450,NA,NA,0.0813,0.133,F-1/yr,1/yr,0.0569,0.157480315,NA,NA,0.0813,0.133
WGCSE-WHITVIa-1980-2015-ICESIMP2016,WHITVIa,ICES,WGCSE,1980-2015,1980,2015,Unknown,Unknown,Unknown,multinational,Europe (EU),West of Scotland,multinational-ICES-VIa,Whiting West of Scotland,Actinopterygii,Gadiformes,Gadidae,Merlangius,Merlangius merlangus,Merlangius merlangus,Whiting,0,http://www.ices.dk/sites/pub/Publication Reports/Advice/2015/2015/whg-scow.pdf,Current,Great Britain,27,Imported from ICES data dump covering 2011-2016,NA,NA,NA,NA,NA,1981,2015,1981,2014,1981,2014,2014,3,2011,2010,WGCSE-WHITVIa-1980-2015-ICESIMP2016_2011,WGCSE-WHITVIa-1980-2015-ICESIMP2016_2010,10700,4680,SSB-MT,MT,11700,8600,11700,8600,NA,NA,10700,4680,NA,NA,0.073,0.128,F-1/yr,1/yr,0.048632479,0.139534884,NA,NA,0.073,0.128
WGCSE-WHITVIa-1980-2016-ICESIMP2016,WHITVIa,ICES,WGCSE,1980-2016,1980,2016,Unknown,Unknown,Unknown,multinational,Europe (EU),West of Scotland,multinational-ICES-VIa,Whiting West of Scotland,Actinopterygii,Gadiformes,Gadidae,Merlangius,Merlangius merlangus,Merlangius merlangus,Whiting,0,http://www.ices.dk/sites/pub/Publication Reports/Advice/2016/2016/whg-scow.pdf,Current,Great Britain,27,Imported from ICES data dump covering 2011-2016,NA,NA,NA,NA,NA,1981,2016,1981,2015,1981,2015,2015,2,2011,2010,WGCSE-WHITVIa-1980-2016-ICESIMP2016_2011,WGCSE-WHITVIa-1980-2016-ICESIMP2016_2010,6240,2890,SSB-MT,MT,6840,5390,6840,5390,NA,NA,6240,2890,NA,NA,0.132,0.218,F-1/yr,1/yr,0.083187135,0.222634508,NA,NA,0.132,0.218
WGCSE-WHITVIa-1980-2017-ICESIMP2018,WHITVIa,ICES,WGCSE,1980-2017,1980,2017,Unknown,Unknown,Unknown,multinational,Europe (EU),West of Scotland,multinational-ICES-VIa,Whiting West of Scotland,Actinopterygii,Gadiformes,Gadidae,Merlangius,Merlangius merlangus,Merlangius merlangus,Whiting,999,,Current,Great Britain,27,Imported from ICES data dump covering 2011-2018,NA,NA,NA,NA,NA,1981,2017,1981,2016,NA,NA,2016,1,2011,2010,WGCSE-WHITVIa-1980-2017-ICESIMP2018_2011,WGCSE-WHITVIa-1980-2017-ICESIMP2018_2010,5680,2670,SSB-MT,MT,NA,NA,NA,NA,NA,NA,5680,2670,NA,NA,0.144,0.234,F-1/yr,1/yr,NA,NA,NA,NA,0.144,0.234
WGNSDS-WHITVIa-1980-2012-CHING,WHITVIa,ICES,WGNSDS,1980-2012,1980,2012,Statistical catch at age model,TSA,State-space catch at age time series analysis,multinational,Europe (EU),West of Scotland,multinational-ICES-VIa,Whiting West of Scotland,Actinopterygii,Gadiformes,Gadidae,Merlangius,Merlangius merlangus,Merlangius merlangus,Whiting,0,http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2012/2012/whg-scow.pdf,Current,Great Britain,27,NULL,NA,NA,NA,NA,NA,1981,2012,1981,2011,1981,2011,2011,6,2011,2010,WGNSDS-WHITVIa-1980-2012-CHING_2011,WGNSDS-WHITVIa-1980-2012-CHING_2010,9320,4960,SSB-MT,MT,9980,8000,9980,8000,NA,NA,9320,4960,NA,NA,0.0698,0.108,F-1/yr,1/yr,0.0489,0.0839,0.0489,0.0839,0.0698,0.108
WGCSE-WHITVIIa-1980-2016-ICESIMP2018,WHITVIIa,ICES,WGCSE,1980-2016,1980,2016,Unknown,Unknown,Unknown,multinational,Europe (EU),Irish Sea,multinational-ICES-VIIa,Whiting Irish Sea,Actinopterygii,Gadiformes,Gadidae,Merlangius,Merlangius merlangus,Merlangius merlangus,Whiting,0,http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2016/2016/whg-iris.pdf,Current,Great Britain,27,Imported from ICES data dump covering 2011-2018,NA,NA,NA,NA,NA,1992,2016,1992,2015,1980,2015,2015,2,2015,2014,WGCSE-WHITVIIa-1980-2016-ICESIMP2018_2015,WGCSE-WHITVIIa-1980-2016-ICESIMP2018_2014,213,700,SSB-MT,MT,NA,NA,NA,NA,NA,NA,213,700,NA,NA,1.61,1.7,F-1/yr,1/yr,NA,NA,NA,NA,1.61,1.7
WGCSE-WHITVIIa-1980-2017-ICESIMP2018,WHITVIIa,ICES,WGCSE,1980-2017,1980,2017,Unknown,Unknown,Unknown,multinational,Europe (EU),Irish Sea,multinational-ICES-VIIa,Whiting Irish Sea,Actinopterygii,Gadiformes,Gadidae,Merlangius,Merlangius merlangus,Merlangius merlangus,Whiting,999,http://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/whg.27.7a.pdf,Current,Great Britain,27,Imported from ICES data dump covering 2011-2018,NA,NA,NA,NA,NA,1980,2017,1980,2016,1980,2016,2016,1,2015,2014,WGCSE-WHITVIIa-1980-2017-ICESIMP2018_2015,WGCSE-WHITVIIa-1980-2017-ICESIMP2018_2014,708,957,SSB-MT,MT,2650,2820,2650,2820,NA,NA,708,957,NA,NA,0.9,1.43,F-1/yr,1/yr,0.58490566,0.69858156,NA,NA,0.9,1.43
WGCSE-WHITVIIek-1981-2013-ICESIMP2016,WHITVIIek,ICES,WGCSE,1981-2013,1981,2013,Unknown,Unknown,Unknown,multinational,Europe (EU),Celtic Sea,multinational-ICES-VIIe-k,Whiting Celtic Sea,Actinopterygii,Gadiformes,Gadidae,Merlangius,Merlangius merlangus,Merlangius merlangus,Whiting,0,http://www.ices.dk/sites/pub/Publication Reports/Advice/2013/2013/whg-7e-k.pdf,Current,France,27,Imported from ICES data dump covering 2011-2016,NA,NA,NA,NA,NA,1982,2013,1982,2012,1982,2012,2012,5,2011,2010,WGCSE-WHITVIIek-1981-2013-ICESIMP2016_2011,WGCSE-WHITVIIek-1981-2013-ICESIMP2016_2010,53800,45000,SSB-MT,MT,61600,61100,61600,61100,NA,NA,53800,45000,NA,NA,0.329,0.505,F-1/yr,1/yr,0.147402597,0.138134206,NA,NA,0.329,0.505
WGCSE-WHITVIIek-1999-2014-ICESIMP2016,WHITVIIek,ICES,WGCSE,1999-2014,1999,2014,Unknown,Unknown,Unknown,multinational,Europe (EU),Celtic Sea,multinational-ICES-VIIe-k,Whiting Celtic Sea,Actinopterygii,Gadiformes,Gadidae,Merlangius,Merlangius merlangus,Merlangius merlangus,Whiting,0,http://www.ices.dk/sites/pub/Publication Reports/Advice/2014/2014/whg-7e-k.pdf,Current,France,27,Imported from ICES data dump covering 2011-2016,NA,NA,NA,NA,NA,1999,2014,1999,2013,1999,2013,2013,4,2011,2010,WGCSE-WHITVIIek-1999-2014-ICESIMP2016_2011,WGCSE-WHITVIIek-1999-2014-ICESIMP2016_2010,70400,46200,SSB-MT,MT,92100,85800,92100,85800,NA,NA,70400,46200,NA,NA,0.289,0.404,F-1/yr,1/yr,0.124864278,0.134032634,NA,NA,0.289,0.404
WGCSE-WHITVIIek-1999-2015-ICESIMP2016,WHITVIIek,ICES,WGCSE,1999-2015,1999,2015,Unknown,Unknown,Unknown,multinational,Europe (EU),Celtic Sea,multinational-ICES-VIIe-k,Whiting Celtic Sea,Actinopterygii,Gadiformes,Gadidae,Merlangius,Merlangius merlangus,Merlangius merlangus,Whiting,0,http://www.ices.dk/sites/pub/Publication Reports/Advice/2015/2015/whg-7e-k.pdf,Current,France,27,Imported from ICES data dump covering 2011-2016,NA,NA,NA,NA,NA,1999,2015,1999,2014,1999,2014,2014,3,2011,2010,WGCSE-WHITVIIek-1999-2015-ICESIMP2016_2011,WGCSE-WHITVIIek-1999-2015-ICESIMP2016_2010,74700,48000,SSB-MT,MT,98300,91200,98300,91200,NA,NA,74700,48000,NA,NA,0.272,0.387,F-1/yr,1/yr,0.115971516,0.127192982,NA,NA,0.272,0.387
WGCSE-WHITVIIek-1999-2016-ICESIMP2016,WHITVIIek,ICES,WGCSE,1999-2016,1999,2016,Unknown,Unknown,Unknown,multinational,Europe (EU),Celtic Sea,multinational-ICES-VIIe-k,Whiting Celtic Sea,Actinopterygii,Gadiformes,Gadidae,Merlangius,Merlangius merlangus,Merlangius merlangus,Whiting,0,http://www.ices.dk/sites/pub/Publication Reports/Advice/2016/2016/whg-7e-k.pdf,Current,France,27,Imported from ICES data dump covering 2011-2016,NA,NA,NA,NA,NA,1999,2016,1999,2015,1999,2015,2015,2,2011,2010,WGCSE-WHITVIIek-1999-2016-ICESIMP2016_2011,WGCSE-WHITVIIek-1999-2016-ICESIMP2016_2010,77100,49300,SSB-MT,MT,103000,94700,103000,94700,NA,NA,77100,49300,NA,NA,0.262,0.376,F-1/yr,1/yr,0.111650485,0.121436114,NA,NA,0.262,0.376
WGCSE-WHITVIIek-1999-2017-ICESIMP2018,WHITVIIek,ICES,WGCSE,1999-2017,1999,2017,Unknown,Unknown,Unknown,multinational,Europe (EU),Celtic Sea,multinational-ICES-VIIe-k,Whiting Celtic Sea,Actinopterygii,Gadiformes,Gadidae,Merlangius,Merlangius merlangus,Merlangius merlangus,Whiting,999,http://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/whg.27.7b-ce-k.pdf,Current,France,27,Imported from ICES data dump covering 2011-2018,NA,NA,NA,NA,NA,1999,2017,1999,2016,1999,2016,2016,1,2011,2010,WGCSE-WHITVIIek-1999-2017-ICESIMP2018_2011,WGCSE-WHITVIIek-1999-2017-ICESIMP2018_2010,78700,50000,SSB-MT,MT,NA,NA,NA,NA,NA,NA,78700,50000,NA,NA,0.257,0.371,F-1/yr,1/yr,NA,NA,NA,NA,0.257,0.371
WGSSDS-WHITVIIek-1981-2012-CHING,WHITVIIek,ICES,WGSSDS,1981-2012,1981,2012,VPA,XSA,Extended Survivor Analysis,multinational,Europe (EU),Celtic Sea,multinational-ICES-VIIe-k,Whiting Celtic Sea,Actinopterygii,Gadiformes,Gadidae,Merlangius,Merlangius merlangus,Merlangius merlangus,Whiting,0,http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2012/2012/whg-7e-k.pdf,Current,France,27,NULL,NA,NA,NA,NA,NA,1982,2012,1982,2011,1982,2011,2011,6,2011,2010,WGSSDS-WHITVIIek-1981-2012-CHING_2011,WGSSDS-WHITVIIek-1981-2012-CHING_2010,64600,54100,SSB-MT,MT,73200,70600,73200,70600,NA,NA,64600,54100,NA,NA,0.242,0.394,F-1/yr,1/yr,0.124,0.12,0.124,0.12,0.242,0.394
WGBIE-WHITVIII-IXa-1994-2015-ICESIMP2016,WHITVIII-IXa,ICES,WGBIE,1994-2015,1994,2015,Unknown,Unknown,Unknown,multinational,Europe (EU),ICES 8-9a,multinational-ICES-VIII-IXa,Whiting ICES 8-9a,Actinopterygii,Gadiformes,Gadidae,Merlangius,Merlangius merlangus,Merlangius merlangus,Whiting,0,http://www.ices.dk/sites/pub/Publication Reports/Advice/2015/2015/whg-89a.pdf,Current,France,27,Imported from ICES data dump covering 2011-2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,2014,2014,3,2014,2013,WGBIE-WHITVIII-IXa-1994-2015-ICESIMP2016_2014,WGBIE-WHITVIII-IXa-1994-2015-ICESIMP2016_2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WGBIE-WHITVIII-IXa-1994-2016-ICESIMP2016,WHITVIII-IXa,ICES,WGBIE,1994-2016,1994,2016,Unknown,Unknown,Unknown,multinational,Europe (EU),ICES 8-9a,multinational-ICES-VIII-IXa,Whiting ICES 8-9a,Actinopterygii,Gadiformes,Gadidae,Merlangius,Merlangius merlangus,Merlangius merlangus,Whiting,0,http://www.ices.dk/sites/pub/Publication Reports/Advice/2016/2016/whg-89a.pdf,Current,France,27,Imported from ICES data dump covering 2011-2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,2015,2015,2,2014,2013,WGBIE-WHITVIII-IXa-1994-2016-ICESIMP2016_2014,WGBIE-WHITVIII-IXa-1994-2016-ICESIMP2016_2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WGBIE-WHITVIII-IXa-1994-2016-ICESIMP2018,WHITVIII-IXa,ICES,WGBIE,1994-2016,1994,2016,Unknown,Unknown,Unknown,multinational,Europe (EU),ICES 8-9a,multinational-ICES-VIII-IXa,Whiting ICES 8-9a,Actinopterygii,Gadiformes,Gadidae,Merlangius,Merlangius merlangus,Merlangius merlangus,Whiting,999,http://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/whg.27.89a.pdf,Current,France,27,Imported from ICES data dump covering 2011-2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,2016,2016,1,2014,2013,WGBIE-WHITVIII-IXa-1994-2016-ICESIMP2018_2014,WGBIE-WHITVIII-IXa-1994-2016-ICESIMP2018_2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEFSC-WINDOWGOMGB-1975-2007-HENDRICKSON,WINDOWGOMGB,NMFS,NEFSC,1975-2007,1975,2007,Survey index,SURBA,Survey based stock assessment method,USA,US East Coast,Gulf of Maine / Georges Bank,USA-NMFS-5YZ,Windowpane flounder Gulf of Maine / Georges Bank,Actinopterygii,Pleuronectiformes,Scophthalmidae,Scophthalmus,Scophthalmus aquosus,Scophthalmus aquosus,Windowpane,0,http://www.nefsc.noaa.gov/nefsc/publications/crd/crd0815/crd0815.pdf,Current,USA,21,,0.2,2008,,NA,NA,1975,2007,1977,2007,1975,2007,2007,2,2007,2006,NEFSC-WINDOWGOMGB-1975-2007-HENDRICKSON_2007,NEFSC-WINDOWGOMGB-1975-2007-HENDRICKSON_2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.96,1.03,ERbest-ratio,ratio,1.96,1.03,1.96,1.03,NA,NA
NEFSC-WINDOWGOMGB-1975-2014-SISIMP2016,WINDOWGOMGB,NMFS,NEFSC,1975-2014,1975,2014,Survey index,AIM,An Index Model (AIM); Fmsy proxy based on log-log regression of replacement ratio on relative F (catch/survey biomass index),USA,US East Coast,Gulf of Maine / Georges Bank,USA-NMFS-5YZ,Windowpane flounder Gulf of Maine / Georges Bank,Actinopterygii,Pleuronectiformes,Scophthalmidae,Scophthalmus,Scophthalmus aquosus,Scophthalmus aquosus,Windowpane,999,,Current,USA,21,Imported from SIS data dump received 2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,1975,2014,2014,1,2007,2006,NEFSC-WINDOWGOMGB-1975-2014-SISIMP2016_2007,NEFSC-WINDOWGOMGB-1975-2014-SISIMP2016_2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEFSC-WINDOWSNEMATL-1975-2007-HENDRICKSON,WINDOWSNEMATL,NMFS,NEFSC,1975-2007,1975,2007,Survey index,SURBA,Survey based stock assessment method,USA,US East Coast,Southern New England /Mid Atlantic,USA-NMFS-SNEMATL,Windowpane flounder Southern New England /Mid Atlantic,Actinopterygii,Pleuronectiformes,Scophthalmidae,Scophthalmus,Scophthalmus aquosus,Scophthalmus aquosus,Windowpane,0,http://www.nefsc.noaa.gov/nefsc/publications/crd/crd0815/,Current,USA,21,Stock under rebuilding program with 2056 deadline.,0.2,2008,,NA,NA,1975,2007,1977,2007,1975,2007,2007,2,2007,2006,NEFSC-WINDOWSNEMATL-1975-2007-HENDRICKSON_2007,NEFSC-WINDOWSNEMATL-1975-2007-HENDRICKSON_2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.85,2.27,ERbest-ratio,ratio,1.85,2.27,1.85,2.27,NA,NA
NEFSC-WINDOWSNEMATL-1975-2014-SISIMP2016,WINDOWSNEMATL,NMFS,NEFSC,1975-2014,1975,2014,Survey index,AIM,An Index Model (AIM); Fmsy proxy based on log-log regression of replacement ratio on relative F (catch/survey biomass index),USA,US East Coast,Southern New England /Mid Atlantic,USA-NMFS-SNEMATL,Windowpane flounder Southern New England /Mid Atlantic,Actinopterygii,Pleuronectiformes,Scophthalmidae,Scophthalmus,Scophthalmus aquosus,Scophthalmus aquosus,Windowpane,999,,Current,USA,21,Imported from SIS data dump received 2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,1975,2014,2014,1,2007,2006,NEFSC-WINDOWSNEMATL-1975-2014-SISIMP2016_2007,NEFSC-WINDOWSNEMATL-1975-2014-SISIMP2016_2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
