"key","stockid","stockid_code","region","comparison","stock_comparison","stock_comparison_code","period","ty","MethodChange","B_recent","B_old","F_recent","F_old","Bmsy_recent","Bmsy_old","Fmsy_recent","Fmsy_old","B_by_Bmsy_recent","B_by_Bmsy_old","F_by_Fmsy_recent","F_by_Fmsy_old","OFL_ty_recent","OFL_ty_old","ty_code","num_assess","council","CouncilCode","interval.x","mu_B","mu_F","mu_Bmsy","mu_Fmsy","mu_B_by_Bmsy","mu_F_by_Fmsy","mu_OFL","log_B_recent","log_B_old","log_F_recent","log_F_old","log_Bmsy_recent","log_Bmsy_old","log_Fmsy_recent","log_Fmsy_old","log_B_by_Bmsy_recent","log_B_by_Bmsy_old","log_F_by_Fmsy_recent","log_F_by_Fmsy_old","log_OFL_ty_recent","log_OFL_ty_old","OFL_label","F_Fmsy_label","B_Bmsy_label","Fmsy_label","Bmsy_label","F_label","B_label","col_OFL_label","col_F_Fmsy_label","col_B_Bmsy_label","col_Fmsy_label","col_Bmsy_label","col_F_label","col_B_label","interval.y"
"PLAICNS_8","PLAICNS",14,"Europe (EU)",8,"PLAICNS_8",293,1,2012,NA,591000,540000,0.22,0.232,230000,230000,0.19,0.25,2.569565217,2.347826087,1.157894737,0.928,102267.1518,113906.0225,2,7,"Europe (EU)",8,2,618000,0.207,290203,0.21,2.129543802,0.985714286,111591.142,13.2895712963882,13.1993244185405,-1.51412773262978,-1.46101790731583,12.3458345879053,12.3458345879053,-1.66073120682165,-1.38629436111989,0.943736708330619,0.853489830653643,0.146603474328239,-0.0747235461959364,11.5353438036029,11.6431290233667,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,2
"PLAICNS_9","PLAICNS",14,"Europe (EU)",9,"PLAICNS_9",294,1,2012,NA,555000,540000,0.235,0.232,230000,230000,0.19,0.25,2.413043478,2.347826087,1.236842105,0.928,96037.68066,113906.0225,2,7,"Europe (EU)",8,3,618000,0.207,290203,0.21,2.129543802,0.985714286,111591.142,13.2267233927286,13.1993244185405,-1.44816976483798,-1.46101790731583,12.3458345879053,12.3458345879053,-1.66073120682165,-1.38629436111989,0.880888804715131,0.853489830653643,0.212561441770907,-0.0747235461959364,11.4724959003143,11.6431290233667,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,3
"POLL5YZ_1","POLL5YZ",109,"US East Coast",1,"POLL5YZ_1",109,1,2009,NA,251000,196000,0.095,0.07,105226,91000,0.277,0.25,2.385342026,2.153846154,0.342960289,0.28,55294.73137,39458.26793,1,2,"NEFMC",3,5,251000,0.095,105226,0.277,2.385342026,0.342960289,55294.73137,12.4332082181139,12.1858699382127,-2.3538783873816,-2.65926003693278,11.5638656970386,11.418614785499,-1.2837377727948,-1.38629436111989,0.869342521186368,0.767255152785096,-1.0701406140289,-1.27296567581289,10.9204329093731,10.5829988842899,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,5
"POLLFAPL_1","POLLFAPL",15,"Europe (non-EU)",1,"POLLFAPL_1",295,1,2011,NA,175000,174000,0.166285714,0.167,55000,55000,0.28,0.28,0.989090909,1.198181818,1.603571429,1.292857143,38915.86209,38693.48573,1,7,"Europe (non-EU)",9,1,130000,0.228461538,55000,0.3,0.832727273,1.766666667,30690.60854,12.0725412529057,12.0668105781967,-1.79404780146428,-1.78976146656538,10.9150884642146,10.9150884642146,-1.27296567581289,-1.27296567581289,-0.0109690314624858,0.180805256124245,0.472233284840265,0.256854608767019,10.5691572123024,10.563426537459,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1
"POLLFAPL_10","POLLFAPL",15,"Europe (non-EU)",10,"POLLFAPL_10",296,1,2012,NA,121000,164000,0.291735537,0.216463415,55000,55000,0.3,0.28,0.774545455,1.005454545,1.766666667,1.807142857,28565.8741,36469.72218,2,7,"Europe (non-EU)",9,4,118000,0.299152542,55000,0.3,0.756363636,1.833333333,27857.62929,11.7035458245789,12.0076217068063,-1.23190758230905,-1.53033372965269,10.9150884642146,10.9150884642146,-1.20397280432594,-1.27296567581289,-0.255478931370292,0.00543972284373872,0.569094532078646,0.591747066039165,10.2599680710755,10.5042376660057,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,4
"POLLFAPL_11","POLLFAPL",15,"Europe (non-EU)",11,"POLLFAPL_11",297,1,2012,NA,118000,164000,0.299152542,0.216463415,55000,55000,0.3,0.28,0.756363636,1.005454545,1.833333333,1.807142857,27857.62929,36469.72218,2,7,"Europe (non-EU)",9,5,118000,0.299152542,55000,0.3,0.756363636,1.833333333,27857.62929,11.6784399034478,12.0076217068063,-1.20680166177287,-1.53033372965269,10.9150884642146,10.9150884642146,-1.20397280432594,-1.27296567581289,-0.279233018446023,0.00543972284373872,0.606135803388497,0.591747066039165,10.2348621500304,10.5042376660057,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,5
"POLLFAPL_12","POLLFAPL",15,"Europe (non-EU)",12,"POLLFAPL_12",298,1,2013,NA,136000,151000,0.194852941,0.174172185,55000,55000,0.3,0.3,0.883636364,1.103636364,1.41,1.493333333,32107.09817,35648.32223,3,7,"Europe (non-EU)",9,1,112000,0.236607143,55000,0.3,0.732727273,1.7,26441.13967,11.8204101647182,11.9250351157971,-1.63551015364954,-1.74771090010269,10.9150884642146,10.9150884642146,-1.20397280432594,-1.20397280432594,-0.1237096539145,0.0986105131624709,0.343589704390077,0.40101075753557,10.3768324114645,10.4814573624629,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1
"POLLFAPL_13","POLLFAPL",15,"Europe (non-EU)",13,"POLLFAPL_13",299,1,2013,NA,116000,151000,0.228448276,0.174172185,55000,55000,0.3,0.3,0.841818182,1.103636364,1.49,1.493333333,27385.46608,35648.32223,3,7,"Europe (non-EU)",9,2,112000,0.236607143,55000,0.3,0.732727273,1.7,26441.13967,11.6613454700885,11.9250351157971,-1.47644545751041,-1.74771090010269,10.9150884642146,10.9150884642146,-1.20397280432594,-1.20397280432594,-0.1721912239243,0.0986105131624709,0.398776119957368,0.40101075753557,10.2177677166092,10.4814573624629,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,2
"POLLFAPL_14","POLLFAPL",15,"Europe (non-EU)",14,"POLLFAPL_14",300,1,2013,NA,115000,151000,0.230434783,0.174172185,55000,55000,0.3,0.3,0.752727273,1.103636364,1.566666667,1.493333333,27149.38448,35648.32223,3,7,"Europe (non-EU)",9,3,112000,0.236607143,55000,0.3,0.732727273,1.7,26441.13967,11.6526874073454,11.9250351157971,-1.46778739367296,-1.74771090010269,10.9150884642146,10.9150884642146,-1.20397280432594,-1.20397280432594,-0.284052304038883,0.0986105131624709,0.448950220260669,0.40101075753557,10.2091096540185,10.4814573624629,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,3
"POLLFAPL_15","POLLFAPL",15,"Europe (non-EU)",15,"POLLFAPL_15",301,1,2013,NA,112000,151000,0.236607143,0.174172185,55000,55000,0.3,0.3,0.732727273,1.103636364,1.7,1.493333333,26441.13967,35648.32223,3,7,"Europe (non-EU)",9,4,112000,0.236607143,55000,0.3,0.732727273,1.7,26441.13967,11.6262541502772,11.9250351157971,-1.44135413769914,-1.74771090010269,10.9150884642146,10.9150884642146,-1.20397280432594,-1.20397280432594,-0.310981715907625,0.0986105131624709,0.53062825106217,0.40101075753557,10.1826763970457,10.4814573624629,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,4
"POLLFAPL_16","POLLFAPL",15,"Europe (non-EU)",16,"POLLFAPL_16",302,1,2014,NA,159000,213000,0.150314465,0.112206573,55000,55000,0.3,0.3,1.069090909,1.272727273,1.203333333,1.05,37536.97506,50285.38169,4,7,"Europe (non-EU)",9,1,118000,0.202542373,55000,0.3,0.856363636,1.633333333,27857.62929,11.9766594812024,12.2690474446916,-1.89502574600243,-2.18741370472175,10.9150884642146,10.9150884642146,-1.20397280432594,-1.20397280432594,0.0668086695870763,0.241162057031174,0.185095483399672,0.048790164169432,10.5330817277782,10.8254696913837,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1
"POLLFAPL_17","POLLFAPL",15,"Europe (non-EU)",17,"POLLFAPL_17",303,1,2014,NA,125000,213000,0.1912,0.112206573,55000,55000,0.3,0.3,0.890909091,1.272727273,1.466666667,1.05,29510.20052,50285.38169,4,7,"Europe (non-EU)",9,2,118000,0.202542373,55000,0.3,0.856363636,1.633333333,27857.62929,11.7360690162844,12.2690474446916,-1.65443527836484,-2.18741370472175,10.9150884642146,10.9150884642146,-1.20397280432594,-1.20397280432594,-0.115512887019803,0.241162057031174,0.382992252483378,0.048790164169432,10.2924912628987,10.8254696913837,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,2
"POLLFAPL_18","POLLFAPL",15,"Europe (non-EU)",18,"POLLFAPL_18",304,1,2014,NA,118000,213000,0.202542373,0.112206573,55000,55000,0.3,0.3,0.856363636,1.272727273,1.633333333,1.05,27857.62929,50285.38169,4,7,"Europe (non-EU)",9,3,118000,0.202542373,55000,0.3,0.856363636,1.633333333,27857.62929,11.6784399034478,12.2690474446916,-1.59680616494243,-2.18741370472175,10.9150884642146,10.9150884642146,-1.20397280432594,-1.20397280432594,-0.155060184634727,0.241162057031174,0.49062291624439,0.048790164169432,10.2348621500304,10.8254696913837,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,3
"POLLFAPL_19","POLLFAPL",15,"Europe (non-EU)",19,"POLLFAPL_19",305,1,2015,NA,141000,194000,0.178014184,0.129381443,55000,55000,0.3,0.3,0.881818182,1.403636364,1.666666667,0.836666667,33287.50619,45799.83121,5,7,"Europe (non-EU)",9,1,121000,0.207438017,55000,0.3,0.814545455,2,28565.8741,11.8565151693603,12.1756134380455,-1.72589204647151,-2.04499031523635,10.9150884642146,10.9150884642146,-1.20397280432594,-1.20397280432594,-0.125769387082848,0.339066272057327,0.510825623965991,-0.178329535126011,10.4129374160779,10.7320356847243,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1
"POLLFAPL_2","POLLFAPL",15,"Europe (non-EU)",2,"POLLFAPL_2",306,1,2011,NA,132000,174000,0.225,0.167,55000,55000,0.3,0.28,0.983636364,1.198181818,1.656666667,1.292857143,31162.77175,38693.48573,1,7,"Europe (non-EU)",9,2,130000,0.228461538,55000,0.3,0.832727273,1.766666667,30690.60854,11.7905572015685,12.0668105781967,-1.49165487677772,-1.78976146656538,10.9150884642146,10.9150884642146,-1.20397280432594,-1.27296567581289,-0.0164989990103493,0.180805256124245,0.504807551641635,0.256854608767019,10.346979448211,10.563426537459,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,2
"POLLFAPL_20","POLLFAPL",15,"Europe (non-EU)",20,"POLLFAPL_20",307,1,2015,NA,121000,194000,0.207438017,0.129381443,55000,55000,0.3,0.3,0.814545455,1.403636364,2,0.836666667,28565.8741,45799.83121,5,7,"Europe (non-EU)",9,2,121000,0.207438017,55000,0.3,0.814545455,2,28565.8741,11.7035458245789,12.1756134380455,-1.57292269718809,-2.04499031523635,10.9150884642146,10.9150884642146,-1.20397280432594,-1.20397280432594,-0.205125045253496,0.339066272057327,0.693147180559945,-0.178329535126011,10.2599680710755,10.7320356847243,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,2
"POLLFAPL_21","POLLFAPL",15,"Europe (non-EU)",21,"POLLFAPL_21",308,1,2016,NA,134000,179000,0.220149254,0.164804469,55000,55000,0.3,0.3,0.814545455,1.018181818,1.733333333,1.4,31634.93496,42258.60715,6,7,"Europe (non-EU)",9,1,134000,0.220149254,55000,0.3,0.814545455,1.733333333,31634.93496,11.805595078933,12.0951410848229,-1.5134495353848,-1.802995544156,10.9150884642146,10.9150884642146,-1.20397280432594,-1.20397280432594,-0.205125045253496,0.0180185053241068,0.550046336726964,0.336472236621213,10.3620173256282,10.6515633315639,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1
"POLLFAPL_3","POLLFAPL",15,"Europe (non-EU)",3,"POLLFAPL_3",309,1,2011,NA,128000,174000,0.23203125,0.167,55000,55000,0.3,0.28,1.021818182,1.198181818,1.483333333,1.292857143,30218.44533,38693.48573,1,7,"Europe (non-EU)",9,3,130000,0.228461538,55000,0.3,0.832727273,1.766666667,30690.60854,11.7597855429018,12.0668105781967,-1.46088321811096,-1.78976146656538,10.9150884642146,10.9150884642146,-1.20397280432594,-1.27296567581289,0.0215835718451105,0.180805256124245,0.39429180728532,0.256854608767019,10.3162077894339,10.563426537459,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,3
"POLLFAPL_4","POLLFAPL",15,"Europe (non-EU)",4,"POLLFAPL_4",310,1,2011,NA,127000,174000,0.233858268,0.167,55000,55000,0.3,0.28,1.049090909,1.198181818,1.416666667,1.292857143,29982.36373,38693.48573,1,7,"Europe (non-EU)",9,4,130000,0.228461538,55000,0.3,0.832727273,1.766666667,30690.60854,11.7519423654407,12.0668105781967,-1.45304003943782,-1.78976146656538,10.9150884642146,10.9150884642146,-1.20397280432594,-1.27296567581289,0.0479239881949279,0.180805256124245,0.34830669450351,0.256854608767019,10.308364612111,10.563426537459,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,4
"POLLFAPL_5","POLLFAPL",15,"Europe (non-EU)",5,"POLLFAPL_5",311,1,2011,NA,134000,174000,0.221641791,0.167,55000,55000,0.3,0.28,0.852727273,1.198181818,1.733333333,1.292857143,31634.93496,38693.48573,1,7,"Europe (non-EU)",9,5,130000,0.228461538,55000,0.3,0.832727273,1.766666667,30690.60854,11.805595078933,12.0668105781967,-1.50669275434428,-1.78976146656538,10.9150884642146,10.9150884642146,-1.20397280432594,-1.27296567581289,-0.159315509460408,0.180805256124245,0.550046336726964,0.256854608767019,10.3620173256282,10.563426537459,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,5
"POLLFAPL_6","POLLFAPL",15,"Europe (non-EU)",6,"POLLFAPL_6",312,2,2011,NA,130000,174000,0.228461538,0.167,55000,55000,0.3,0.28,0.832727273,1.198181818,1.766666667,1.292857143,30690.60854,38693.48573,1,7,"Europe (non-EU)",9,6,130000,0.228461538,55000,0.3,0.832727273,1.766666667,30690.60854,11.7752897294377,12.0668105781967,-1.47638740666713,-1.78976146656538,10.9150884642146,10.9150884642146,-1.20397280432594,-1.27296567581289,-0.183049093784821,0.180805256124245,0.569094532078646,0.256854608767019,10.3317119760259,10.563426537459,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,6
"POLLFAPL_7","POLLFAPL",15,"Europe (non-EU)",7,"POLLFAPL_7",313,1,2012,NA,137000,164000,0.257664234,0.216463415,55000,55000,0.3,0.28,0.943636364,1.005454545,2.176666667,1.807142857,32343.17977,36469.72218,2,7,"Europe (non-EU)",9,1,118000,0.299152542,55000,0.3,0.756363636,1.833333333,27857.62929,11.8277362048103,12.0076217068063,-1.35609796024581,-1.53033372965269,10.9150884642146,10.9150884642146,-1.20397280432594,-1.27296567581289,-0.0580143946752716,0.00543972284373872,0.777794654773369,0.591747066039165,10.3841584514269,10.5042376660057,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1
"POLLFAPL_8","POLLFAPL",15,"Europe (non-EU)",8,"POLLFAPL_8",314,1,2012,NA,123000,164000,0.28699187,0.216463415,55000,55000,0.3,0.28,0.894545455,1.005454545,1.97,1.807142857,29038.03731,36469.72218,2,7,"Europe (non-EU)",9,2,118000,0.299152542,55000,0.3,0.756363636,1.833333333,27857.62929,11.7199396343546,12.0076217068063,-1.24830139114988,-1.53033372965269,10.9150884642146,10.9150884642146,-1.20397280432594,-1.27296567581289,-0.111439561226078,0.00543972284373872,0.678033542749897,0.591747066039165,10.2763618809109,10.5042376660057,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,2
"POLLFAPL_9","POLLFAPL",15,"Europe (non-EU)",9,"POLLFAPL_9",315,1,2012,NA,115000,164000,0.306956522,0.216463415,55000,55000,0.3,0.28,0.905454545,1.005454545,1.88,1.807142857,27149.38448,36469.72218,2,7,"Europe (non-EU)",9,3,118000,0.299152542,55000,0.3,0.756363636,1.833333333,27857.62929,11.6526874073454,12.0076217068063,-1.18104916357414,-1.53033372965269,10.9150884642146,10.9150884642146,-1.20397280432594,-1.27296567581289,-0.0993182017038717,0.00543972284373872,0.631271776841858,0.591747066039165,10.2091096540185,10.5042376660057,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,3
"POLLIEG_1","POLLIEG",16,"Europe (non-EU)",1,"POLLIEG_1",316,1,2011,NA,135000,112000,0.2,0.26,65000,65000,0.2,0.2,2.076923077,1.723076923,NA,1.09,27000,22400,1,7,"Europe (non-EU)",9,1,127000,0.208,65000,0.2,1.953846154,NA,25400,11.8130300574206,11.6262541502772,-1.6094379124341,-1.34707364796661,11.0821425488778,11.0821425488778,-1.6094379124341,-1.6094379124341,0.730887508579829,0.544111601354815,NA,0.0861776962410524,10.2035921449865,10.0168162378431,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1
"POLLIEG_10","POLLIEG",16,"Europe (non-EU)",10,"POLLIEG_10",317,1,2012,NA,121000,144000,0.24,0.19,65000,65000,0.2,0.2,1.861538462,2.215384615,NA,NA,24200,28800,2,7,"Europe (non-EU)",9,4,126000,0.2,65000,0.2,1.938461538,NA,25200,11.7035458245789,11.8775685785581,-1.42711635564015,-1.66073120682165,11.0821425488778,11.0821425488778,-1.6094379124341,-1.6094379124341,0.621403275949038,0.795426029506752,NA,NA,10.0941079121448,10.268130666124,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,4
"POLLIEG_11","POLLIEG",16,"Europe (non-EU)",11,"POLLIEG_11",318,1,2012,NA,126000,144000,0.2,0.19,65000,65000,0.2,0.2,1.938461538,2.215384615,NA,NA,25200,28800,2,7,"Europe (non-EU)",9,5,126000,0.2,65000,0.2,1.938461538,NA,25200,11.7440371859336,11.8775685785581,-1.6094379124341,-1.66073120682165,11.0821425488778,11.0821425488778,-1.6094379124341,-1.6094379124341,0.661894636817746,0.795426029506752,NA,NA,10.1345992734995,10.268130666124,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,5
"POLLIEG_12","POLLIEG",16,"Europe (non-EU)",12,"POLLIEG_12",319,1,2013,NA,128000,143000,0.25,0.22,65000,65000,0.2,0.2,1.969230769,2.2,NA,NA,25600,28600,3,7,"Europe (non-EU)",9,1,133000,0.209,65000,0.2,2.046153846,NA,26600,11.7597855429018,11.870599909242,-1.38629436111989,-1.51412773262978,11.0821425488778,11.0821425488778,-1.6094379124341,-1.6094379124341,0.677642993906793,0.78845736036427,NA,NA,10.1503476304677,10.2611619968079,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1
"POLLIEG_13","POLLIEG",16,"Europe (non-EU)",13,"POLLIEG_13",320,1,2013,NA,122000,143000,0.266,0.22,65000,65000,0.2,0.2,1.876923077,2.2,NA,NA,24400,28600,3,7,"Europe (non-EU)",9,2,133000,0.209,65000,0.2,2.046153846,NA,26600,11.7117763237154,11.870599909242,-1.32425897020044,-1.51412773262978,11.0821425488778,11.0821425488778,-1.6094379124341,-1.6094379124341,0.629633774878603,0.78845736036427,NA,NA,10.1023384112813,10.2611619968079,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,2
"POLLIEG_14","POLLIEG",16,"Europe (non-EU)",14,"POLLIEG_14",321,1,2013,NA,126000,143000,0.261,0.22,65000,65000,0.2,0.2,1.938461538,2.2,NA,NA,25200,28600,3,7,"Europe (non-EU)",9,3,133000,0.209,65000,0.2,2.046153846,NA,26600,11.7440371859336,11.870599909242,-1.34323487165944,-1.51412773262978,11.0821425488778,11.0821425488778,-1.6094379124341,-1.6094379124341,0.661894636817746,0.78845736036427,NA,NA,10.1345992734995,10.2611619968079,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,3
"POLLIEG_15","POLLIEG",16,"Europe (non-EU)",15,"POLLIEG_15",322,1,2013,NA,133000,143000,0.209,0.22,65000,65000,0.2,0.2,2.046153846,2.2,NA,NA,26600,28600,3,7,"Europe (non-EU)",9,4,133000,0.209,65000,0.2,2.046153846,NA,26600,11.7981044072039,11.870599909242,-1.56542102701733,-1.51412773262978,11.0821425488778,11.0821425488778,-1.6094379124341,-1.6094379124341,0.715961858250929,0.78845736036427,NA,NA,10.1886664947698,10.2611619968079,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,4
"POLLIEG_16","POLLIEG",16,"Europe (non-EU)",16,"POLLIEG_16",323,1,2014,NA,125000,132000,0.202,0.192,65000,65000,0.2,0.2,1.923076923,2.030769231,NA,NA,25000,26400,4,7,"Europe (non-EU)",9,1,139000,0.159,65000,0.2,2.138461538,NA,27800,11.7360690162844,11.7905572015685,-1.59948758158093,-1.65025990695436,11.0821425488778,11.0821425488778,-1.6094379124341,-1.6094379124341,0.653926467366664,0.70841465280437,NA,NA,10.1266311038503,10.1811192891344,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1
"POLLIEG_17","POLLIEG",16,"Europe (non-EU)",17,"POLLIEG_17",324,1,2014,NA,129000,132000,0.195,0.192,65000,65000,0.2,0.2,1.984615385,2.030769231,NA,NA,25800,26400,4,7,"Europe (non-EU)",9,2,139000,0.159,65000,0.2,2.138461538,NA,27800,11.7675676833438,11.7905572015685,-1.63475572041839,-1.65025990695436,11.0821425488778,11.0821425488778,-1.6094379124341,-1.6094379124341,0.685425134659833,0.70841465280437,NA,NA,10.1581297709097,10.1811192891344,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,2
"POLLIEG_18","POLLIEG",16,"Europe (non-EU)",18,"POLLIEG_18",325,1,2014,NA,139000,132000,0.159,0.192,65000,65000,0.2,0.2,2.138461538,2.030769231,NA,NA,27800,26400,4,7,"Europe (non-EU)",9,3,139000,0.159,65000,0.2,2.138461538,NA,27800,11.8422292121128,11.7905572015685,-1.83885107676191,-1.65025990695436,11.0821425488778,11.0821425488778,-1.6094379124341,-1.6094379124341,0.760086663019227,0.70841465280437,NA,NA,10.2327912996787,10.1811192891344,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,3
"POLLIEG_19","POLLIEG",16,"Europe (non-EU)",19,"POLLIEG_19",326,1,2015,NA,140000,135000,0.192,0.205,65000,65000,0.2,0.2,2.153846154,2.076923077,NA,NA,28000,27000,5,7,"Europe (non-EU)",9,1,153000,0.164,65000,0.2,2.353846154,NA,30600,11.8493977015914,11.8130300574206,-1.65025990695436,-1.58474529984373,11.0821425488778,11.0821425488778,-1.6094379124341,-1.6094379124341,0.767255152785096,0.730887508579829,NA,NA,10.2399597891573,10.2035921449865,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1
"POLLIEG_2","POLLIEG",16,"Europe (non-EU)",2,"POLLIEG_2",327,1,2011,NA,127000,112000,0.224,0.26,65000,65000,0.2,0.2,1.953846154,1.723076923,NA,1.09,25400,22400,1,7,"Europe (non-EU)",9,2,127000,0.208,65000,0.2,1.953846154,NA,25400,11.7519423654407,11.6262541502772,-1.4961092271271,-1.34707364796661,11.0821425488778,11.0821425488778,-1.6094379124341,-1.6094379124341,0.669799816641694,0.544111601354815,NA,0.0861776962410524,10.1425044530066,10.0168162378431,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,2
"POLLIEG_20","POLLIEG",16,"Europe (non-EU)",20,"POLLIEG_20",328,1,2015,NA,153000,135000,0.164,0.205,65000,65000,0.2,0.2,2.353846154,2.076923077,NA,NA,30600,27000,5,7,"Europe (non-EU)",9,2,153000,0.164,65000,0.2,2.353846154,NA,30600,11.9381932003746,11.8130300574206,-1.80788885115794,-1.58474529984373,11.0821425488778,11.0821425488778,-1.6094379124341,-1.6094379124341,0.856050651562158,0.730887508579829,NA,NA,10.3287552879405,10.2035921449865,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,2
"POLLIEG_21","POLLIEG",16,"Europe (non-EU)",21,"POLLIEG_21",329,1,2016,NA,172000,150000,0.13,0.182,65000,65000,0.2,0.2,2.646153846,2.307692308,NA,NA,34400,30000,6,7,"Europe (non-EU)",9,1,172000,0.13,65000,0.2,2.646153846,NA,34400,12.0552497557956,11.9183905730784,-2.04022082852655,-1.70374859190534,11.0821425488778,11.0821425488778,-1.6094379124341,-1.6094379124341,0.973107206859676,0.836248024333952,NA,NA,10.4458118433615,10.3089526606443,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1
"POLLIEG_3","POLLIEG",16,"Europe (non-EU)",3,"POLLIEG_3",330,1,2011,NA,122000,112000,0.242,0.26,65000,65000,0.2,0.2,1.876923077,1.723076923,NA,1.09,24400,22400,1,7,"Europe (non-EU)",9,3,127000,0.208,65000,0.2,1.953846154,NA,25400,11.7117763237154,11.6262541502772,-1.41881755282545,-1.34707364796661,11.0821425488778,11.0821425488778,-1.6094379124341,-1.6094379124341,0.629633774878603,0.544111601354815,NA,0.0861776962410524,10.1023384112813,10.0168162378431,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,3
"POLLIEG_4","POLLIEG",16,"Europe (non-EU)",4,"POLLIEG_4",331,1,2011,NA,120000,112000,0.252,0.26,65000,65000,0.2,0.2,1.846153846,1.723076923,NA,1.09,24000,22400,1,7,"Europe (non-EU)",9,4,127000,0.208,65000,0.2,1.953846154,NA,25400,11.6952470217642,11.6262541502772,-1.37832619147071,-1.34707364796661,11.0821425488778,11.0821425488778,-1.6094379124341,-1.6094379124341,0.613104472803076,0.544111601354815,NA,0.0861776962410524,10.0858091093301,10.0168162378431,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,4
"POLLIEG_5","POLLIEG",16,"Europe (non-EU)",5,"POLLIEG_5",332,1,2011,NA,123000,112000,0.248,0.26,65000,65000,0.2,0.2,1.892307692,1.723076923,NA,1.09,24600,22400,1,7,"Europe (non-EU)",9,5,127000,0.208,65000,0.2,1.953846154,NA,25400,11.7199396343546,11.6262541502772,-1.39432653281715,-1.34707364796661,11.0821425488778,11.0821425488778,-1.6094379124341,-1.6094379124341,0.637797085314179,0.544111601354815,NA,0.0861776962410524,10.1105017219205,10.0168162378431,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,5
"POLLIEG_6","POLLIEG",16,"Europe (non-EU)",6,"POLLIEG_6",333,2,2011,NA,127000,112000,0.208,0.26,65000,65000,0.2,0.2,1.953846154,1.723076923,NA,1.09,25400,22400,1,7,"Europe (non-EU)",9,6,127000,0.208,65000,0.2,1.953846154,NA,25400,11.7519423654407,11.6262541502772,-1.57021719928082,-1.34707364796661,11.0821425488778,11.0821425488778,-1.6094379124341,-1.6094379124341,0.669799816641694,0.544111601354815,NA,0.0861776962410524,10.1425044530066,10.0168162378431,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,6
"POLLIEG_7","POLLIEG",16,"Europe (non-EU)",7,"POLLIEG_7",334,1,2012,NA,131000,144000,0.208,0.19,65000,65000,0.2,0.2,2.015384615,2.215384615,NA,NA,26200,28800,2,7,"Europe (non-EU)",9,1,126000,0.2,65000,0.2,1.938461538,NA,25200,11.7829526021833,11.8775685785581,-1.57021719928082,-1.66073120682165,11.0821425488778,11.0821425488778,-1.6094379124341,-1.6094379124341,0.700810053114675,0.795426029506752,NA,NA,10.1735146897492,10.268130666124,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1
